numberOfOccurrences;species;taxonKey;intraSpeciesPercentage
198;Brachytheciastrum collinum;7633590;6.02
198;Rubus imbricatus;2991799;0.04
198;Nuphar spenneriana;3697239;0.6
198;Juncus sylvaticus;8075717;0.02
198;Fagopyrum tataricum;2889378;1.66
197;Scutellaria altissima;5341373;0.24
197;Aquilegia dumeticola;3931333;0.29
197;Rumex thyrsoides;8417114;0.02
197;Ornithogalum corsicum;2769657;0.26
197;Codium tomentosum;5272167;1.72
196;Liochlaena lanceolata;2689240;100.0
196;Draba loiseleurii;3050006;0.18
196;Hakea sericea;7287606;100.0
196;Acacia mearnsii;2979775;1.41
196;Cheilothela chloropus;10320051;100.0
196;Fossombronia foveolata;4277547;9.23
196;Timmia norvegica;5282505;13.77
196;Luzula pallescens;2700640;0.05
195;Phyllodoce caerulea;5333379;100.0
195;Scapania subalpina;4277176;1.94
195;Quercus auzandrii;2880897;0.02
195;Trifolium angulatum;5359326;0.01
195;Rubus rivularis;2989420;0.04
195;Fissidens serrulatus;5283227;0.68
195;Euphrasia tetraquetra;3171984;0.3
195;Prospero obtusifolium;2767269;0.97
195;Carduus stangii;3114520;0.13
194;Pistacia vera;3190585;0.26
194;Elymus tallonii;12254688;0.12
194;Hypericum corsicum;8062857;0.03
194;Rubus armeniacus;2996525;0.04
194;Anomobryum julaceum;2677147;38.57
193;Euphorbia polygonifolia;3065669;0.02
193;Gladiolus gallaecicus;9395703;0.61
193;Dryopteris complexa;5654887;0.05
192;Scorpidium revolvens;2681640;6.69
192;Centaurea pullata;3127841;0.04
192;Allium strictum;2856145;0.08
192;Riccia crystallina;8375943;2.04
191;Platanthera algeriensis;2798366;0.14
190;Elatine brochonii;5792656;1.95
190;Noccaea brevistyla;3045235;0.33
190;Riccia subbifurca;6096600;2.02
190;Streblotrichum commutatum;8051516;5.31
190;Agrostula truncatula;10726988;100.0
190;Catenella caespitosa;5279220;100.0
189;Oenothera laciniata;3188867;0.62
189;Ptychostomum creberrimum;7531111;1.9
189;Hennediella heimii;2670762;100.0
189;Asplenium fissum;4258666;0.04
189;Grateloupia filicina;5729905;100.0
189;Paraleucobryum enerve;2674872;11.99
189;Weissia wimmeriana;7597455;3.52
188;Dichanthelium implicatum;4134440;16.98
188;Scorzonera aristata;3111067;0.32
188;Gracilaria bursa-pastoris;5278945;22.79
188;Tayloria froelichiana;5281505;60.26
188;Euphorbia pilosa;3065700;0.02
188;Odontites serotinus;8275471;0.23
187;Brachythecium cirrosum;4279446;0.68
187;Osmundaria volubilis;2660913;100.0
187;Persicaria orientalis;2889229;0.07
187;Silene badaroi;7757300;0.02
187;Facchinia lanceolata;3814033;5.12
187;Asplenium lepidum;7310737;0.04
187;Euphrasia occidentalis;3737441;0.29
187;Muscari atlanticum;2772035;0.18
186;Moricandia arvensis;5376035;100.0
186;Lophiolepis richteriana;12211192;0.43
186;Paludella squarrosa;2675961;100.0
186;Ceramium echionotum;5276967;14.57
185;Solanum laciniatum;2930439;0.07
185;Atriplex calotheca;3756027;0.21
185;Scapania scandica;4277166;1.84
185;Physochlaina physaloides;3799825;100.0
185;Hieracium jordanii;3136542;0.08
185;Orobanche flava;8659049;0.18
185;Pimpinella nigra;5539078;0.14
185;Woodwardia radicans;5275359;100.0
184;Dactylorhiza kerneriorum;8129447;0.07
184;Chondria dasyphylla;7769508;53.8
184;Campanula baumgartenii;5411278;0.04
184;Alchemilla subcrenata;3028176;0.18
184;Ulva rigida;5273416;9.14
184;Digitaria filiformis;5289985;0.25
184;Polygonum arenarium;5334315;0.09
183;Brassica elongata;3042888;0.45
183;Salvia microphylla;2927045;0.1
183;Salix holosericea;7895688;0.03
183;Cyperus flavidus;2730773;0.26
183;Cistus tauricus;3596530;0.15
182;Festuca circummediterranea;4126379;0.03
182;Drepanocladus sendtneri;5283599;5.14
182;Chondracanthus teedei;8037811;33.58
182;Rubus integribasis;2993012;0.04
182;Festuca capillata;7796605;0.03
181;Festuca sicula;7964256;0.03
181;Rhodomela confervoides;2659870;100.0
181;Rubus promachonicus;2997223;0.03
181;Festuca breistrofferi;4127476;0.03
180;Anethum ridolfia;11921804;22.61
180;Eclipta prostrata;5384950;100.0
180;Viola basilensis;5665284;0.03
180;Bromus carinatus;2703712;0.02
180;Bellis bernardi;4242598;0.09
180;Astragalus terraccianoi;5346829;0.14
180;Galium tricorne;8288474;0.02
180;Maclura pomifera;2984580;100.0
179;Acis fabrei;5326570;5.36
179;Wrangelia penicillata;2657842;100.0
179;Zinnia elegans;3111754;100.0
178;Beta trigyna;5383926;0.56
178;Spergularia diandra;3085636;0.35
178;Thymus alpestris;7711978;0.09
178;Campanula carpatica;5410826;0.04
177;Tsuga heterophylla;2687210;100.0
177;Silene pendula;5384773;0.02
177;Moehringia lebrunii;3810382;0.21
177;Vicia tenuissima;2975241;0.02
176;Physalis viscosa;5341766;34.99
176;Eudianthe coeli-rosa;3814157;18.74
176;Spiraea chamaedryfolia;3026406;3.76
176;Allium suaveolens;2855738;0.07
176;Asplenium balearicum;4256953;0.04
176;Polygala pedemontana;9030595;0.1
175;Rubus leightonii;2994435;0.03
175;Rosa mollis;3003048;0.04
175;Biscutella divionensis;3041864;0.51
175;Pottiopsis caespitosa;2671434;100.0
175;Grimmia unicolor;5281779;0.63
175;Campanula pyramidalis;5410661;0.04
175;Schismus barbatus;2704341;100.0
175;Myosotis speluncicola;7626464;0.05
175;Malope malacoides;7278926;100.0
175;Schistidium helveticum;8248096;2.67
174;Rhodophyllis divaricata;2667707;100.0
174;Arenaria bertolonii;7267930;0.12
174;Parapimpinella siifolia;9559938;100.0
174;Hormathophylla pyrenaica;3050689;3.63
174;Limonium strictissimum;4089439;0.3
173;Cyperus laevigatus;2713559;0.25
173;Viola laricicola;5665149;0.03
173;Sphaerocarpos texanus;5710058;37.61
173;Allium coppoleri;2855856;0.07
172;Orobanche artemisiae-campestris;7332625;0.17
172;Alchemilla fallax;8218176;0.17
172;Scorpiurium deflexifolium;2679720;12.0
172;Weissia rutilans;5280855;3.21
172;Anemone trifolia;3033231;0.11
172;Quercus andegavensis;2878158;0.02
172;Phelipanche olbiensis;3728988;1.76
171;Anemone narcissifolia;7277249;0.11
171;Campylophyllopsis sommerfeltii;11065640;18.59
171;Spyridia filamentosa;2657164;100.0
171;Orthotrichum rivulare;2672719;0.85
171;Taraxacum vulgare;8239106;0.16
171;Leptobarbula berica;2671124;100.0
171;Chimaphila maculata;2888304;21.78
170;Bromus grossus;2703659;0.02
170;Pinus laricio;10875159;0.05
170;Diphasiastrum issleri;2688438;1.87
169;Acer obtusatum;7100324;0.02
169;Sisyrinchium rosulatum;5296298;16.93
169;Cotula australis;8542672;14.61
169;Asperula galioides;2914695;2.46
168;Hieracium verbascifolium;3136762;0.07
168;Fuscocephaloziopsis catenulata;8818466;6.9
168;Zannichellia obtusifolia;3994396;1.8
168;Triticum durum;12225945;0.56
168;Epipterygium tozeri;2677025;100.0
168;Jania virgata;5276147;15.94
167;Lescuraea patens;4279169;4.36
167;Grimmia mollis;5281794;0.6
167;Euphorbia martini;3917472;0.02
167;Sarracenia purpurea;5421389;100.0
167;Champia parvula;2663441;100.0
167;Grimmia anomala;7720329;0.6
166;Homalia lusitanica;5282902;3.59
166;Ranunculus reptans;6375524;0.01
166;Gelidium pusillum;2662756;15.19
166;Trifolium phleoides;5359185;0.01
166;Verbascum biebersteinii;3741272;0.1
166;Pyrus nivalis;8151172;0.36
166;Galium marchandii;2914169;0.01
165;Tetragonia tetragonioides;5384307;56.9
165;Scabiosa ochroleuca;2888806;0.15
165;Halarachnion ligulatum;2666936;100.0
165;Festuca alopecuros;4129351;0.03
165;Campylopus atrovirens;5281860;1.83
165;Anacamptis collina;2808357;0.05
165;Prospero corsicum;2767190;0.82
164;Riccia canaliculata;5710075;1.74
164;Santolina benthamiana;3125936;2.72
164;Callithamnion granulatum;2658548;19.74
164;Scinaia furcellata;2665154;100.0
164;Sulla glomerata;5612959;14.32
164;Phyllostachys reticulata;5677245;100.0
164;Rubus idaeoides;7523164;0.03
164;Cephalaria syriaca;8355821;0.85
163;Acacia melanoxylon;2979000;1.17
163;Erodium laciniatum;2891619;0.12
163;Nepeta agrestis;5607587;1.72
163;Armeria bubanii;5668298;0.33
163;Hieracium mixtum;3136699;0.07
162;Hieracium dermophyllum;3135462;0.07
162;Pinus radiata;5285727;0.05
162;Tortella inflexa;2671359;1.43
162;Pterocladiella capillacea;2662919;100.0
162;Gagea mauritanica;7713118;0.28
162;Erythroglossum laciniatum;2661869;100.0
162;Persicaria decipiens;4036197;0.06
162;Carex aterrima;2724919;0.01
162;Plagiochila spinulosa;7686328;1.68
161;Lactuca macrophylla;3140436;0.07
161;Lysimachia tyrrhenia;7380730;0.03
161;Ruscus hypophyllum;2769757;0.12
161;Polygala curtissii;3191384;0.1
161;Cladophora vagabunda;5272441;15.26
161;Cladophora laetevirens;5272485;15.26
161;Melilotus segetalis;2971032;0.15
161;Rhamnus infectoria;3874579;0.13
160;Senecio nemorensis;3107839;0.04
160;Potentilla alsatica;5367898;0.02
160;Dactylorhiza aschersoniana;12086247;0.06
160;Nassella tenuissima;5289833;43.48
159;Acer bornmuelleri;7436845;0.02
159;Trisetum gracile;4112676;0.17
159;Solanum americanum;2930222;0.06
159;Drepanium fastigiatum;7684012;100.0
159;Paeonia coriacea;7316502;1.89
159;Cenchrus setaceus;5828232;17.12
158;Hieracium olivaceum;3135992;0.07
158;Biscutella ambigua;3041831;0.46
158;Verbascum mixtum;8161967;0.09
158;Cerastium ligusticum;7267365;0.03
158;Plenogemma phyllantha;11014231;100.0
158;Bryum atrovirens;2676626;2.05
158;Orthotrichum alpestre;7471055;0.78
158;Antinoria insularis;4133143;20.28
158;Chondria capillaris;5279778;46.2
157;Cladophora albida;5272397;14.88
157;Paraleucobryum sauteri;2674870;9.96
157;Odontites glutinosus;7399947;0.19
157;Typha glauca;8960288;0.2
157;Tagetes tenuifolia;7497356;11.04
156;Myosotis congesta;7764831;0.04
156;Euphrasia picta;8111397;0.24
156;Gymnomitrion brevissimum;9462026;12.0
156;Hieracium alatum;3135654;0.06
156;Seligeria donniana;8941394;7.02
156;Crouania attenuata;5276756;100.0
156;Cephalozia ambigua;4276645;5.64
155;Ranunculus garganicus;3928577;0.01
155;Hordeum bulbosum;2706067;0.14
155;Stegonia latifolia;2670490;100.0
155;Salix ceretana;5582950;0.02
155;Anthoceros agrestis;2689592;40.36
155;Alchemilla frigens;7449625;0.15
155;Rubus thyrsiflorus;7609505;0.03
155;Ditrichum pusillum;5282341;14.45
155;Rhododendron hirsutum;4174017;0.24
154;Rubus affinis;2988809;0.03
154;Taraxacum udum;5694743;0.15
154;Ononis ornithopodioides;2977204;0.07
154;Physcomitrium sphaericum;7494618;8.78
154;Viola perplexa;5663318;0.03
154;Saccobasis polita;2689197;100.0
154;Teucrium ochroleucum;3894888;0.03
154;Lomelosia argentea;4103441;5.6
154;Narcissus pallidiflorus;2858403;0.22
153;Cirsium medium;3113691;0.02
153;Polystichum luerssenii;4046487;0.16
153;Trifolium isthmocarpum;5359447;0.01
153;Grimmia muehlenbeckii;5281774;0.55
153;Pilosella calodon;3123664;0.05
153;Seligeria acutifolia;2670139;6.89
153;Cistus incanus;2874028;0.12
152;Pilosella laggeri;3123426;0.05
152;Centaurea sicula;3128640;0.03
152;Linaria triphylla;5561322;0.07
152;Scapania gracilis;5837556;1.51
152;Rosa balsamica;3003310;0.03
152;Noccaea sylvia;3045256;0.26
152;Eragrostis mexicana;2705339;0.49
151;Homalothecium aureum;2680293;0.7
151;Hippocrepis unisiliquosa;5353717;0.08
151;Phyteuma cordatum;3166929;0.1
151;Aegilops speltoides;5289790;0.62
151;Alyssum rhodanense;3690828;0.33
151;Pohlia obtusifolia;5282588;1.85
151;Tortula cuneifolia;5280611;0.89
151;Verbascum godronii;8871206;0.09
151;Rosa subcollina;8467212;0.03
151;Saxifraga geum;8223023;0.05
150;Gymnogongrus crenulatus;2667130;59.29
150;Asterella lindenbergiana;8281141;100.0
150;Bangia fuscopurpurea;2653782;100.0
150;Miscanthus sinensis;2706026;100.0
150;Echinochloa colonum;6431411;0.17
150;Griffithsia corallinoides;2657564;100.0
150;Solanum linnaeanum;2929062;0.06
150;Cichorium pumilum;5392270;0.27
150;Atrichum tenellum;2682946;0.5
150;Spermothamnion repens;2657330;100.0
149;Knautia drymeia;7301052;0.09
149;Stachys marrubiifolia;3905925;0.04
149;Ranunculus cordigerus;3920849;0.01
149;Rosa foetida;3006902;0.03
149;Phelipanche inexspectata;3729099;1.52
149;Taraxacum schroeterianum;5695498;0.14
148;Lychaete pellucida;11040384;100.0
148;Persicaria salicifolia;7585543;0.05
148;Trifolium pallidum;5359411;0.01
148;Melilotus infestus;2971033;0.14
147;Cynara scolymus;3112361;16.69
147;Taraxacum perincisum;5696416;0.14
147;Gladiolus imbricatus;2749827;0.46
147;Linum nodiflorum;7293197;0.07
147;Thesium corsalpinum;7969082;0.28
147;Mentha suavis;7858518;0.04
147;Ranunculus neapolitanus;3921248;0.01
146;Linum corymbulosum;4048809;0.07
146;Diospyros kaki;3032984;31.67
146;Schistidium papillosum;7541598;2.23
146;Dudresnaya verticillata;5279318;100.0
145;Populus balsamifera;3040184;0.05
145;Herniaria litardierei;3594336;0.52
145;Campylopus subulatus;5281930;1.61
145;Solanum bonariense;2929628;0.06
145;Gelidium crinale;2662727;13.27
145;Piptatherum coerulescens;4135267;4.83
145;Tortella humilis;2671342;1.28
145;Cenchrus americanus;5828197;15.61
145;Cistus inflatus;3595200;0.11
145;Cardamine graeca;3045803;0.04
144;Genista ausetana;5627705;0.05
144;Vitis riparia x Vitis rupestris;10503695;0.46
144;Brachytheciastrum trachypodium;7752061;4.38
144;Dracoglossum plantagineum;4046997;100.0
143;Pistia stratiotes;2870583;100.0
143;Galeopsis wirtgenii;7453457;0.09
143;Dicranella grevilleana;5710585;1.4
143;Hieracium cordifolium;3135504;0.06
143;Pohlia filum;5282591;1.75
143;Jungermannia eucordifolia;7501261;7.04
142;Crataegus rhipidophylla;9047268;0.03
142;Geranium divaricatum;2890013;0.01
142;Oenothera speciosa;3188859;0.46
142;Medicago rugosa;2965584;0.03
142;Origanum majorana;2926615;0.09
142;Echinochloa oryzoides;2702820;0.16
141;Ononis diffusa;2977289;0.06
141;Mentha dumetorum;2927181;0.04
141;Chaetomorpha aerea;2644557;30.0
141;Schistochilopsis opacifolia;2689182;16.93
141;Rubus echinatus;2997155;0.03
140;Sphagnum medium;7530037;0.23
140;Taraxacum parnassicum;5696522;0.13
140;Acaulon triquetrum;7639527;25.0
140;Pilosella faurei;3123337;0.05
140;Lupinus luteus;2963817;1.4
140;Aristolochia tyrrhena;3589585;0.24
140;Euphrasia cuspidata;3739225;0.22
139;Ranunculus ficaria;8397184;0.01
139;Festuca indigesta;4122446;0.02
139;Hippocrepis multisiliquosa;5353693;0.07
139;Ulva linza;5273454;6.91
139;Senecio deltoideus;3106784;0.04
139;Rubus cuspidiferus;2998458;0.03
138;Hieracium cryptadenum;3135412;0.06
138;Crepis dioscoridis;5403256;0.04
138;Eupogodon planus;8287392;100.0
138;Festuca duvalii;4124968;0.02
138;Mesophyllum alternans;5275949;12.37
138;Biserrula epiglottis;8261522;5.53
137;Sempervivum alatum;4201828;0.18
137;Saxifraga aizoon;7496440;0.05
137;Grimmia plagiopodia;5281752;0.5
137;Delosperma cooperi;9376410;100.0
137;Batrachospermum gelatinosum;2654243;100.0
137;Cenchrus clandestinus;5828201;14.75
136;Stachys brachyclada;7735325;0.04
136;Taraxacum pyropappum;5394241;0.13
136;Citrullus lanatus;2874621;100.0
135;Hieracium planchonianum;9342444;0.06
135;Primula digenea;7290540;0.04
135;Hieracium oxyodon;3136830;0.06
135;Eleusine africana;4124350;3.56
135;Viola contempta;5665424;0.02
135;Festuca gracilior;4123670;0.02
135;Cladophora glomerata;5272770;12.8
135;Phyteuma scorzonerifolium;3166637;0.09
134;Stachys officinalis;7777194;0.04
134;Erigeron muralis;4214692;0.04
134;Rubus rosaceus;8248614;0.03
134;Melica transsilvanica;4125291;0.09
134;Pohlia proligera;7480685;1.64
134;Cynosurus elegans;4133858;0.13
134;Kadenia dubia;9101840;100.0
134;Cuscuta monogyna;7361176;0.52
133;Taraxacum lacistophylloides;7882948;0.13
133;Viola parvula;7504019;0.02
133;Taraxacum tortilobum;5394131;0.13
133;Amsinckia menziesii;2925870;100.0
133;Agropogon lutosus;4125930;100.0
133;Hieracium dentatum;3136418;0.06
132;Schizymenia dubyi;2665958;100.0
132;Rubus melanoxylon;9600431;0.03
132;Galium neglectum;2913907;0.01
132;Secale strictum;4121049;4.66
132;Arundo micrantha;4110789;0.57
132;Achillea falcata;3120254;0.03
132;Senecio serpentinicola;4218437;0.04
132;Schistidium flaccidum;5281653;2.02
132;Helianthemum alpestre;7395695;0.05
132;Ranunculus lucorum;3923566;0.01
131;Equisetum trachyodon;7740925;0.04
131;Rubus drymophilus;2994728;0.03
131;Ptychostomum archangelicum;7550867;1.32
131;Taraxacum mediterraneum;5697099;0.12
131;Phymatoceros bulbiculosus;8357609;100.0
131;Anchusa undulata;7295330;1.63
131;Gastridium scabrum;5672524;2.54
131;Salvia nemorosa;2927028;0.07
131;Lathyrus articulatus;5356409;0.03
131;Sphagnum riparium;8400367;0.21
130;Hieracium leucophaeum;3136329;0.05
130;Dorycnium suffruticosum;7931100;0.02
130;Stipa juncea;4139058;0.48
130;Solanum laxum;2931714;0.05
130;Rubus aschoffii;8694093;0.03
130;Drymocallis corsica;3001797;1.52
130;Vertebrata nigra;10391884;10.54
130;Asplenium aethiopicum;2650613;0.03
130;Phyllophora herediae;5279440;24.48
130;Rosa abietina;7914926;0.03
130;Artemisia insipida;3121262;0.04
130;Thinoelymus laxus;12259179;100.0
129;Rubus mucronulatus;2998714;0.02
129;Strigosella africana;5373440;100.0
129;Acrochaetium secundatum;8214497;100.0
129;Rheum rhabarbarum;2888867;100.0
128;Vigna radiata;2982380;100.0
128;Solanum angustifolium;2929800;0.05
128;Taraxacum ciliare;5698760;0.12
128;Alchemilla schmidelyana;3028527;0.13
128;Hieracium vulgatum;7777868;0.05
128;Asplenium murbeckii;4257039;0.03
128;Koeleria cristata;7978801;0.15
128;Chara baltica;5270790;0.58
128;Selinum broteri;7606143;1.36
128;Schistidium atrofuscum;5710613;1.95
128;Bryoerythrophyllum ferruginascens;2670505;5.59
127;Arctium nothum;9378826;0.11
127;Meredithia microphylla;5279253;100.0
127;Drepanocladus turgescens;8175818;3.59
127;Tamarix parviflora;2874706;1.21
127;Oenothera ersteinensis;3666776;0.41
127;Danae racemosa;5303891;100.0
127;Kurzia sylvatica;5710127;23.18
127;Rubus aetnicus;10783897;0.02
127;Ornithogalum gussonei;2773418;0.17
127;Anchusa hybrida;5662213;1.58
127;Rubus horrefactus;2997081;0.02
126;Cirsium creticum;3112787;0.02
126;Crataegus crus-galli;3013404;0.02
126;Senecio rupestris;6063943;0.03
126;Salvia viridis;3883959;0.07
126;Pohlia camptotrachela;5282589;1.54
126;Cuscuta approximata;2927520;0.48
126;Cosmarium botrytis;5274595;55.75
126;Salvia sylvestris;2926990;0.07
126;Cyclachaena xanthiifolia;3141890;100.0
126;Valonia ventricosa;5273075;15.2
126;Rubus thyrsoideus;7813944;0.02
126;Hydrolithon farinosum;2654737;100.0
126;Pseudocampylium radicale;7981681;100.0
125;Colchicum nanum;2739660;0.17
125;Medicago intertexta;2965405;0.03
125;Trifolium pannonicum;5359067;0.01
125;Cornus alba;8365953;0.03
125;Hieracium australe;3135393;0.05
125;Schlagintweitia huteri;4247685;8.41
125;Tetragonia tetragonoides;5554574;43.1
124;Rumex aquitanicus;4036378;0.01
124;Alchemilla glomerulans;3028402;0.12
124;Scirpus atrovirens;2720120;0.23
124;Iris pumila;5298675;0.06
124;Salix capreola;5583179;0.02
124;Euphorbia heterophylla;3064495;0.01
124;Achillea ceretanica;9544507;0.03
124;Chamaecytisus ratisbonensis;5354685;1.04
124;Hieracium flagelliferum;3136291;0.05
124;Phymatolithon lamii;2654903;7.85
124;Tayloria tenuis;5710716;39.74
124;Hypericum mutilum;3189462;0.02
124;Pallavicinia lyellii;5286309;100.0
124;Verbascum thapsi;3735474;0.07
124;Rubus procerus;7943131;0.02
124;Jungermannia quadridigitata;7902538;6.11
123;Pleonosporium borreri;2658677;100.0
123;Bolboschoenus planiculmis;2718377;1.02
123;Sphagnum affine;4280850;0.2
123;Pulmonaria ovalis;5660465;0.14
123;Spinacia oleracea;3083647;100.0
123;Ocimum basilicum;2927096;100.0
123;Hieracium metallicorum;4208189;0.05
123;Marchesinia mackaii;2688877;100.0
123;Dryopteris uliginosa;5275123;0.03
123;Microbryum floerkeanum;2671430;5.8
123;Anacamptodon splachnoides;2681485;100.0
123;Centaurium favargeri;5595078;0.14
123;Carex turfosa;2722570;0.01
122;Euphorbia pterococca;3067568;0.01
122;Hieracium balbisianum;3136141;0.05
122;Dichondra micrantha;2928666;100.0
122;Fissidens rivularis;5283119;0.42
122;Asplenium virens;7726731;0.03
122;Centaurea acaulis;3128245;0.03
122;Acacia longifolia;2978730;0.88
122;Gastridium phleoides;5289763;2.37
122;Mannia gracilis;7926811;18.54
122;Monosporus pedicellatus;2657030;100.0
122;Netrium digitus;2646669;100.0
122;Dasycladus vermicularis;2644707;100.0
122;Allium corsicum;2857503;0.05
121;Mielichhoferia mielichhoferiana;2677277;100.0
121;Verbascum bastardii;7475415;0.07
121;Cirsium lachenalii;8141724;0.01
121;Datura innoxia;2928755;0.33
121;Glandora diffusa;4059971;2.97
121;Hieracium rupicola;3136189;0.05
121;Cyrtomium fortunei;2650827;52.38
121;Datura ferox;7894250;0.33
121;Mnium spinulosum;5282699;1.12
121;Ranunculus rionii;3926532;0.01
121;Campanula poscharskyana;5410151;0.03
